,Price,NumBedrooms,NumBathrooms,Floor_Space,Frontyard_space_in_ft,Bathroom_Level,Bedroom_Level,Primary_Bedroom_Level,Architectural Style,Number_Parking_Spaces
635,1199000.0,5.0,5.0,2884.0,30.82,4,4,4,3.0,6.0
636,999900.0,5.0,4.0,1839.2842264150943,58.57068322981366,-1,0,4,-1.0,6.0
637,949050.0,11.0,6.0,1839.2842264150943,58.57068322981366,-1,-1,-1,-1.0,6.0
638,909900.0,4.0,3.0,2319.0,36.2,2,4,4,3.0,4.0
639,889900.0,4.0,3.0,2213.0,36.2,2,4,4,3.0,4.0
640,879900.0,4.0,3.0,2143.0,36.2,2,4,4,3.0,4.0
641,869900.0,4.0,3.0,1956.0,36.2,2,4,4,3.0,4.0
642,445000.0,2.0,1.0,903.0,40.0,2,2,-1,0.0,0.0
643,1499000.0,2.0,3.0,2194.77,70.0,2,2,2,0.0,0.0
644,1279000.0,5.0,4.0,2631.0,59.2,2,4,4,3.0,4.0
645,999900.0,5.0,4.0,2900.0,40.26,4,0,-1,3.0,4.0
646,975582.0,4.0,3.0,2579.0,35.2,4,4,4,3.0,4.0
647,899975.0,4.0,3.0,2145.0,35.1,2,4,4,3.0,4.0
648,699000.0,2.0,2.0,1180.0,432.0,2,2,2,7.0,1.0
649,599900.0,5.0,1.0,1027.0,41.0,-1,-1,-1,-1.0,0.0
650,1270000.0,4.0,5.0,2831.0,39.63,4,4,4,3.0,0.0
651,1099000.0,4.0,4.0,2250.0,40.45,2,4,4,3.0,4.0
652,599900.0,4.0,2.0,1500.0,47.0,4,4,4,3.0,0.0
653,279950.0,1.0,1.0,1839.2842264150943,58.57068322981366,-1,-1,-1,-1.0,0.0
654,729900.0,3.0,3.0,1839.2842264150943,58.57068322981366,1,4,-1,-1.0,2.0
655,2800000.0,1.0,1.0,1839.2842264150943,1076.48,-1,-1,-1,-1.0,0.0
656,939000.0,3.0,3.0,1892.0,38.2,2,4,4,3.0,0.0
657,875000.0,1.0,5.0,3560.0,58.57068322981366,-1,-1,-1,-1.0,3.0
658,1799900.0,8.0,3.0,2567.0,56.6,4,4,-1,5.0,0.0
659,1699900.0,5.0,4.0,3600.0,60.04,5,4,4,3.0,0.0
660,649900.0,4.0,3.0,957.0,50.0,5,6,2,0.0,0.0
661,149000.0,1.0,1.0,1839.2842264150943,58.57068322981366,-1,-1,-1,-1.0,0.0
662,620000.0,6.0,2.0,900.0,63.95,5,2,-1,0.0,0.0
663,249000.0,1.0,1.0,1839.2842264150943,58.57068322981366,-1,-1,-1,-1.0,0.0
664,1299900.0,5.0,4.0,1839.2842264150943,58.57068322981366,-1,-1,4,-1.0,4.0
665,1049900.0,2.0,2.0,1753.0,58.57068322981366,2,2,2,0.0,0.0
666,1049900.0,2.0,2.0,1753.0,58.57068322981366,2,2,2,0.0,0.0
667,1029900.0,2.0,2.0,1702.0,58.57068322981366,2,2,2,0.0,0.0
668,1029900.0,2.0,2.0,1702.0,58.57068322981366,2,2,2,0.0,0.0
669,999900.0,2.0,2.0,1663.0,58.57068322981366,2,2,2,0.0,0.0
670,999900.0,2.0,2.0,1663.0,58.57068322981366,2,2,2,0.0,0.0
671,895900.0,4.0,3.0,1839.2842264150943,58.57068322981366,-1,4,4,-1.0,4.0
672,884900.0,4.0,3.0,1839.2842264150943,58.57068322981366,-1,4,4,-1.0,4.0
673,799000.0,3.0,3.0,2012.0,30.84,4,4,4,3.0,3.0
674,399900.0,0.0,1.0,1839.2842264150943,40.0,-1,-1,-1,-1.0,4.0
675,1775000.0,4.0,4.0,3436.0,50.12,2,4,4,3.0,0.0
676,1299900.0,5.0,4.0,2700.0,81.07,4,4,4,3.0,4.0
677,1100000.0,4.0,4.0,2338.0,63.0,4,4,4,3.0,0.0
678,895900.0,4.0,3.0,2366.0,36.0,4,4,4,3.0,4.0
679,884900.0,4.0,3.0,2316.0,36.0,4,4,4,3.0,4.0
680,179900.0,1.0,1.0,1839.2842264150943,58.57068322981366,-1,-1,-1,-1.0,0.0
681,1990000.0,0.0,1.0,1839.2842264150943,78.8,-1,-1,-1,-1.0,6.0
682,659900.0,5.0,2.0,1000.0,39.99,2,6,2,0.0,0.0
683,589900.0,4.0,1.0,1063.0,45.0,2,2,-1,0.0,0.0
684,729900.0,2.0,3.0,1669.0,58.57068322981366,0,4,4,3.0,0.0
685,709900.0,5.0,1.0,1500.0,31.99,-1,-1,-1,-1.0,3.0
686,299000.0,1.0,1.0,1839.2842264150943,166.93,-1,-1,-1,-1.0,0.0
687,2.0,1.0,1.0,1839.2842264150943,223.13,-1,-1,-1,-1.0,0.0
688,911550.0,4.0,4.0,2033.0,48.0,4,4,4,3.0,0.0
689,579900.0,2.0,2.0,802.0,0.0,2,2,-1,7.0,0.0
690,389000.0,2.0,2.0,1019.29,0.0,2,2,2,7.0,0.0
691,1800000.0,0.0,1.0,1839.2842264150943,45.0,-1,-1,-1,-1.0,12.0
692,648888.0,5.0,2.0,800.0,54.33,2,2,-1,0.0,0.0
693,759050.0,5.0,3.0,1839.2842264150943,58.57068322981366,-1,1,-1,-1.0,5.0
694,1399000.0,4.0,4.0,2898.0,70.5,4,4,4,3.0,0.0
695,899900.0,3.0,3.0,1615.0,40.0,2,2,4,3.0,4.0
696,249000.0,1.0,2.0,1839.2842264150943,147.42,-1,-1,-1,-1.0,0.0
697,2200000.0,0.0,1.0,1839.2842264150943,25.59,-1,-1,-1,-1.0,0.0
698,599999.0,0.0,1.0,1839.2842264150943,21.8,-1,-1,-1,-1.0,4.0
699,1499900.0,4.0,4.0,2800.0,49.87,4,4,4,3.0,0.0
700,949900.0,4.0,4.0,2156.0,36.0,2,4,4,3.0,0.0
701,759050.0,5.0,3.0,1839.2842264150943,58.57068322981366,-1,-1,-1,-1.0,3.0
702,1565000.0,2.0,2.0,3305.0,58.57068322981366,2,2,2,7.0,2.0
703,249000.0,2.0,1.0,1120.0,0.0,2,2,2,12.0,3.0
704,899000.0,3.0,3.0,1800.0,39.0,2,4,-1,3.0,6.0
705,434900.0,3.0,2.0,1150.0,0.0,2,4,4,3.0,0.0
706,1499900.0,4.0,5.0,3592.0,55.91,2,4,4,3.0,0.0
707,1849000.0,4.0,5.0,3436.0,73.59,4,4,4,3.0,9.0
708,1299900.0,9.0,1.0,3896.0,69.5,-1,-1,-1,-1.0,7.0
709,1249999.0,4.0,4.0,2713.0,40.0,4,4,4,3.0,0.0
710,1189000.0,1.0,2.0,2585.0,40.0,2,-1,4,3.0,0.0
711,1125000.0,4.0,4.0,2441.0,40.0,4,4,4,3.0,0.0
712,1100000.0,4.0,4.0,2395.0,40.0,4,4,4,3.0,0.0
713,999999.0,4.0,4.0,2175.0,40.0,4,4,4,3.0,4.0
714,999900.0,0.0,1.0,1839.2842264150943,50.06,-1,-1,-1,-1.0,7.0
715,299900.0,1.0,1.0,1839.2842264150943,58.57068322981366,-1,-1,-1,-1.0,0.0
716,299000.0,1.0,1.0,1800.0,276.0,-1,-1,-1,-1.0,10.0
717,1750000.0,0.0,1.0,1839.2842264150943,138.0,-1,-1,-1,-1.0,0.0
718,1074900.0,5.0,5.0,2156.0,36.0,5,4,4,3.0,4.0
719,235000.0,1.0,1.0,1839.2842264150943,58.57068322981366,-1,-1,-1,-1.0,0.0
720,1799900.0,8.0,1.0,2567.0,56.6,-1,-1,-1,-1.0,0.0
721,40000.0,1.0,1.0,1839.2842264150943,58.57068322981366,-1,-1,-1,-1.0,0.0
722,449900.0,4.0,1.0,1975.0,36.0,-1,-1,-1,-1.0,5.0
723,379000.0,1.0,1.0,1235.0,58.57068322981366,-1,-1,-1,-1.0,0.0
724,999000.0,5.0,4.0,2170.0,40.13,5,4,4,3.0,0.0
725,749900.0,3.0,3.0,1600.0,32.0,4,4,-1,3.0,0.0
726,350000.0,1.0,1.0,1839.2842264150943,60.0,-1,-1,-1,-1.0,0.0
727,445900.0,2.0,2.0,1130.0,58.57068322981366,2,2,2,7.0,0.0
728,1345000.0,6.0,4.0,3300.0,66.0,4,0,4,3.0,6.0
729,839000.0,3.0,3.0,1908.0,36.0,2,4,4,3.0,0.0
730,832000.0,3.0,3.0,1800.0,36.0,4,4,4,3.0,0.0
731,1799000.0,4.0,4.0,2821.0,67.0,4,4,4,3.0,0.0
732,499000.0,3.0,2.0,1100.0,58.57068322981366,2,4,4,-1.0,0.0
733,979900.0,4.0,3.0,2075.0,40.1,4,4,4,3.0,0.0
734,979900.0,4.0,3.0,2020.0,40.1,4,4,4,3.0,0.0
735,979900.0,4.0,3.0,2075.0,40.1,4,4,4,3.0,0.0
736,4900000.0,0.0,1.0,1839.2842264150943,360.95,-1,-1,-1,-1.0,25.0
737,999000.0,3.0,3.0,2111.0,40.0,2,4,4,3.0,4.0
738,949900.0,0.0,1.0,1839.2842264150943,52.13,-1,-1,-1,-1.0,10.0
739,2948000.0,6.0,5.0,4033.0,79.99,4,6,4,3.0,6.0
740,849900.0,3.0,3.0,1700.0,66.25,2,2,2,0.0,4.0
741,2650000.0,1.0,1.0,1839.2842264150943,58.57068322981366,-1,-1,-1,-1.0,0.0
742,3500000.0,0.0,1.0,1839.2842264150943,137.99,-1,-1,-1,-1.0,0.0
743,999900.0,3.0,3.0,2093.0,30.0,4,4,4,3.0,0.0
744,689000.0,1.0,3.0,2411.0,58.57068322981366,-1,-1,-1,-1.0,0.0
745,644900.0,3.0,3.0,1686.0,21.33,4,4,4,3.0,0.0
746,644900.0,3.0,3.0,1686.0,21.33,2,4,4,3.0,0.0
747,624900.0,3.0,3.0,1628.0,16.07,4,4,4,3.0,0.0
748,604900.0,2.0,3.0,1628.0,16.07,4,4,4,3.0,0.0
749,1070000.0,4.0,3.0,2300.0,40.0,2,4,4,3.0,4.0
